name,hp,attack,defense,sp_attack,sp_defense,speed,types,all_moves,image_url,game_source,is_mega,national_dex_hint,pokeapi_id
Arbok,60,95,69,65,79,80,['poison'],"['Bind', 'Slam', 'Headbutt', 'Body Slam', 'Wrap', 'Take Down', 'Double Edge', 'Poison Sting', 'Leer', 'Bite', 'Acid', 'Hyper Beam', 'Strength', 'Mega Drain', 'Earthquake', 'Fissure', 'Dig', 'Toxic', 'Rage', 'Mimic', 'Screech', 'Double Team', 'Haze', 'Bide', 'Skull Bash', 'Glare', 'Leech Life', 'Rest', 'Rock Slide', 'Substitute', 'Thief', 'Snore', 'Curse', 'Spite', 'Protect', 'Scary Face', 'Sludge Bomb', 'Mud Slap', 'Giga Drain', 'Endure', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Pain Split', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Crunch', 'Stockpile', 'Spit Up', 'Swallow', 'Torment', 'Facade', 'Knock Off', 'Refresh', 'Snatch', 'Secret Power', 'Poison Fang', 'Rock Tomb', 'Mud Shot', 'Poison Tail', 'Natural Gift', 'Payback', 'Gastro Acid', 'Sucker Punch', 'Toxic Spikes', 'Poison Jab', 'Dark Pulse', 'Aqua Tail', 'Seed Bomb', 'Switcheroo', 'Giga Impact', 'Thunder Fang', 'Ice Fang', 'Fire Fang', 'Mud Bomb', 'Gunk Shot', 'Captivate', 'Venoshock', 'Sludge Wave', 'Coil', 'Acid Spray', 'Round', 'Bulldoze', 'Dragon Tail', 'Snarl', 'Belch', 'Confide', 'Infestation', 'Throat Chop', 'Brutal Swing', 'Psychic Fangs', 'Stomping Tantrum', 'Breaking Swipe', 'Scale Shot', 'Skitter Smack', 'Lash Out', 'Tera Blast', 'Trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/24.png,"Champions,Legends Z-A",False,,24
Pikachu,35,55,40,50,50,90,['electric'],"['Mega Punch', 'Pay Day', 'Thunder Punch', 'Slam', 'Double Kick', 'Mega Kick', 'Headbutt', 'Body Slam', 'Take Down', 'Double Edge', 'Tail Whip', 'Growl', 'Surf', 'Submission', 'Counter', 'Seismic Toss', 'Strength', 'Thunder Shock', 'Thunderbolt', 'Thunder Wave', 'Thunder', 'Dig', 'Toxic', 'Agility', 'Quick Attack', 'Rage', 'Mimic', 'Double Team', 'Defense Curl', 'Light Screen', 'Reflect', 'Bide', 'Swift', 'Skull Bash', 'Flash', 'Rest', 'Substitute', 'Thief', 'Snore', 'Curse', 'Reversal', 'Protect', 'Sweet Kiss', 'Mud Slap', 'Zap Cannon', 'Detect', 'Endure', 'Charm', 'Rollout', 'Swagger', 'Spark', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Dynamic Punch', 'Encore', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Rock Smash', 'Uproar', 'Facade', 'Focus Punch', 'Charge', 'Helping Hand', 'Brick Break', 'Knock Off', 'Endeavor', 'Secret Power', 'Fake Tears', 'Signal Beam', 'Covet', 'Volt Tackle', 'Calm Mind', 'Shock Wave', 'Natural Gift', 'Feint', 'Fling', 'Magnet Rise', 'Nasty Plot', 'Discharge', 'Captivate', 'Grass Knot', 'Charge Beam', 'Electro Ball', 'Round', 'Echoed Voice', 'Volt Switch', 'Electroweb', 'Wild Charge', 'Disarming Voice', 'Draining Kiss', 'Play Rough', 'Play Nice', 'Confide', 'Eerie Impulse', 'Electric Terrain', 'Nuzzle', 'Laser Focus', 'Rising Voltage', 'Tera Blast', 'Trailblaze', 'Alluring Voice', 'Upper Hand']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/25.png,"Champions,Legends Z-A",False,,25
Raichu,60,90,55,90,80,110,['electric'],"['Mega Punch', 'Pay Day', 'Thunder Punch', 'Slam', 'Mega Kick', 'Headbutt', 'Body Slam', 'Take Down', 'Double Edge', 'Tail Whip', 'Growl', 'Surf', 'Hyper Beam', 'Submission', 'Counter', 'Seismic Toss', 'Strength', 'Thunder Shock', 'Thunderbolt', 'Thunder Wave', 'Thunder', 'Dig', 'Toxic', 'Agility', 'Quick Attack', 'Rage', 'Mimic', 'Double Team', 'Defense Curl', 'Light Screen', 'Reflect', 'Bide', 'Swift', 'Skull Bash', 'Flash', 'Rest', 'Substitute', 'Thief', 'Snore', 'Curse', 'Reversal', 'Protect', 'Sweet Kiss', 'Mud Slap', 'Zap Cannon', 'Detect', 'Endure', 'Charm', 'Rollout', 'Swagger', 'Spark', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Safeguard', 'Dynamic Punch', 'Encore', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Rock Smash', 'Fake Out', 'Uproar', 'Facade', 'Focus Punch', 'Charge', 'Helping Hand', 'Brick Break', 'Knock Off', 'Endeavor', 'Secret Power', 'Signal Beam', 'Covet', 'Calm Mind', 'Shock Wave', 'Natural Gift', 'Feint', 'Fling', 'Magnet Rise', 'Focus Blast', 'Giga Impact', 'Nasty Plot', 'Discharge', 'Captivate', 'Grass Knot', 'Charge Beam', 'Electro Ball', 'Round', 'Echoed Voice', 'Volt Switch', 'Electroweb', 'Wild Charge', 'Disarming Voice', 'Draining Kiss', 'Play Rough', 'Play Nice', 'Confide', 'Eerie Impulse', 'Electric Terrain', 'Nuzzle', 'Laser Focus', 'Speed Swap', 'Brutal Swing', 'Rising Voltage', 'Tera Blast', 'Trailblaze', 'Alluring Voice', 'Upper Hand']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/26.png,"Champions,Legends Z-A",False,,26
Clefable,95,70,73,95,90,60,['fairy'],"['Pound', 'Double Slap', 'Mega Punch', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Mega Kick', 'Headbutt', 'Tackle', 'Body Slam', 'Take Down', 'Double Edge', 'Growl', 'Sing', 'Flamethrower', 'Water Gun', 'Ice Beam', 'Blizzard', 'Psybeam', 'Bubble Beam', 'Hyper Beam', 'Submission', 'Counter', 'Seismic Toss', 'Strength', 'Solar Beam', 'Thunderbolt', 'Thunder Wave', 'Thunder', 'Dig', 'Toxic', 'Psychic', 'Rage', 'Teleport', 'Night Shade', 'Mimic', 'Double Team', 'Minimize', 'Defense Curl', 'Light Screen', 'Reflect', 'Bide', 'Metronome', 'Fire Blast', 'Swift', 'Skull Bash', 'Amnesia', 'Soft Boiled', 'Dream Eater', 'Flash', 'Psywave', 'Splash', 'Rest', 'Tri Attack', 'Substitute', 'Thief', 'Nightmare', 'Snore', 'Curse', 'Protect', 'Sweet Kiss', 'Mud Slap', 'Zap Cannon', 'Icy Wind', 'Detect', 'Endure', 'Charm', 'Rollout', 'Swagger', 'Attract', 'Sleep Talk', 'Heal Bell', 'Return', 'Present', 'Frustration', 'Safeguard', 'Dynamic Punch', 'Baton Pass', 'Encore', 'Iron Tail', 'Moonlight', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Psych Up', 'Shadow Ball', 'Future Sight', 'Rock Smash', 'Uproar', 'Facade', 'Focus Punch', 'Follow Me', 'Helping Hand', 'Trick', 'Role Play', 'Wish', 'Magic Coat', 'Recycle', 'Brick Break', 'Knock Off', 'Endeavor', 'Skill Swap', 'Imprison', 'Snatch', 'Secret Power', 'Hyper Voice', 'Meteor Mash', 'Fake Tears', 'Tickle', 'Cosmic Power', 'Signal Beam', 'Bounce', 'Covet', 'Magical Leaf', 'Calm Mind', 'Shock Wave', 'Water Pulse', 'Gravity', 'Healing Wish', 'Natural Gift', 'Fling', 'Copycat', 'Last Resort', 'Drain Punch', 'Focus Blast', 'Giga Impact', 'Zen Headbutt', 'Captivate', 'Stealth Rock', 'Grass Knot', 'Charge Beam', 'Wonder Room', 'Psyshock', 'Telekinesis', 'After You', 'Round', 'Echoed Voice', 'Stored Power', 'Ally Switch', 'Heal Pulse', 'Incinerate', 'Retaliate', 'Work Up', 'Disarming Voice', 'Draining Kiss', 'Misty Terrain', 'Play Rough', 'Fairy Wind', 'Moonblast', 'Confide', 'Mystical Fire', 'Dazzling Gleam', 'Baby Doll Eyes', 'Power Up Punch', 'Spotlight', 'Laser Focus', 'Life Dew', 'Meteor Beam', 'Misty Explosion', 'Dual Wingbeat', 'Tera Blast', 'Chilling Water', 'Alluring Voice']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/36.png,"Champions,Legends Z-A",False,,36
Mega Clefable,95,80,93,135,110,70,"['fairy', 'flying']","['Pound', 'Double Slap', 'Mega Punch', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Mega Kick', 'Headbutt', 'Tackle', 'Body Slam', 'Take Down', 'Double Edge', 'Growl', 'Sing', 'Flamethrower', 'Water Gun', 'Ice Beam', 'Blizzard', 'Psybeam', 'Bubble Beam', 'Hyper Beam', 'Submission', 'Counter', 'Seismic Toss', 'Strength', 'Solar Beam', 'Thunderbolt', 'Thunder Wave', 'Thunder', 'Dig', 'Toxic', 'Psychic', 'Rage', 'Teleport', 'Night Shade', 'Mimic', 'Double Team', 'Minimize', 'Defense Curl', 'Light Screen', 'Reflect', 'Bide', 'Metronome', 'Fire Blast', 'Swift', 'Skull Bash', 'Amnesia', 'Soft Boiled', 'Dream Eater', 'Flash', 'Psywave', 'Splash', 'Rest', 'Tri Attack', 'Substitute', 'Thief', 'Nightmare', 'Snore', 'Curse', 'Protect', 'Sweet Kiss', 'Mud Slap', 'Zap Cannon', 'Icy Wind', 'Detect', 'Endure', 'Charm', 'Rollout', 'Swagger', 'Attract', 'Sleep Talk', 'Heal Bell', 'Return', 'Present', 'Frustration', 'Safeguard', 'Dynamic Punch', 'Baton Pass', 'Encore', 'Iron Tail', 'Moonlight', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Psych Up', 'Shadow Ball', 'Future Sight', 'Rock Smash', 'Uproar', 'Facade', 'Focus Punch', 'Follow Me', 'Helping Hand', 'Trick', 'Role Play', 'Wish', 'Magic Coat', 'Recycle', 'Brick Break', 'Knock Off', 'Endeavor', 'Skill Swap', 'Imprison', 'Snatch', 'Secret Power', 'Hyper Voice', 'Meteor Mash', 'Fake Tears', 'Tickle', 'Cosmic Power', 'Signal Beam', 'Bounce', 'Covet', 'Magical Leaf', 'Calm Mind', 'Shock Wave', 'Water Pulse', 'Gravity', 'Healing Wish', 'Natural Gift', 'Fling', 'Copycat', 'Last Resort', 'Drain Punch', 'Focus Blast', 'Giga Impact', 'Zen Headbutt', 'Captivate', 'Stealth Rock', 'Grass Knot', 'Charge Beam', 'Wonder Room', 'Psyshock', 'Telekinesis', 'After You', 'Round', 'Echoed Voice', 'Stored Power', 'Ally Switch', 'Heal Pulse', 'Incinerate', 'Retaliate', 'Work Up', 'Disarming Voice', 'Draining Kiss', 'Misty Terrain', 'Play Rough', 'Fairy Wind', 'Moonblast', 'Confide', 'Mystical Fire', 'Dazzling Gleam', 'Baby Doll Eyes', 'Power Up Punch', 'Spotlight', 'Laser Focus', 'Life Dew', 'Meteor Beam', 'Misty Explosion', 'Dual Wingbeat', 'Tera Blast', 'Chilling Water', 'Alluring Voice']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10278.png,Champions,True,,10278
Ninetales,73,76,75,81,100,100,['fire'],"['Headbutt', 'Tackle', 'Body Slam', 'Take Down', 'Double Edge', 'Tail Whip', 'Roar', 'Disable', 'Ember', 'Flamethrower', 'Hyper Beam', 'Solar Beam', 'Fire Spin', 'Dig', 'Toxic', 'Hypnosis', 'Agility', 'Quick Attack', 'Rage', 'Night Shade', 'Mimic', 'Double Team', 'Confuse Ray', 'Reflect', 'Bide', 'Fire Blast', 'Swift', 'Skull Bash', 'Dream Eater', 'Rest', 'Substitute', 'Flame Wheel', 'Snore', 'Curse', 'Flail', 'Spite', 'Protect', 'Endure', 'Charm', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Safeguard', 'Pain Split', 'Baton Pass', 'Encore', 'Iron Tail', 'Hidden Power', 'Sunny Day', 'Psych Up', 'Shadow Ball', 'Heat Wave', 'Will O Wisp', 'Memento', 'Facade', 'Helping Hand', 'Role Play', 'Imprison', 'Grudge', 'Secret Power', 'Weather Ball', 'Fake Tears', 'Overheat', 'Extrasensory', 'Howl', 'Covet', 'Calm Mind', 'Healing Wish', 'Natural Gift', 'Payback', 'Power Swap', 'Flare Blitz', 'Dark Pulse', 'Energy Ball', 'Giga Impact', 'Nasty Plot', 'Zen Headbutt', 'Captivate', 'Ominous Wind', 'Psyshock', 'Flame Charge', 'Foul Play', 'Round', 'Stored Power', 'Hex', 'Incinerate', 'Inferno', 'Tail Slap', 'Snarl', 'Confide', 'Mystical Fire', 'Baby Doll Eyes', 'Laser Focus', 'Burning Jealousy', 'Scorching Sands', 'Tera Blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/38.png,Champions,False,,38
Arcanine,90,110,80,100,80,95,['fire'],"['Headbutt', 'Body Slam', 'Take Down', 'Double Edge', 'Leer', 'Bite', 'Roar', 'Ember', 'Flamethrower', 'Hyper Beam', 'Strength', 'Solar Beam', 'Dragon Rage', 'Fire Spin', 'Dig', 'Toxic', 'Agility', 'Rage', 'Teleport', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Fire Blast', 'Swift', 'Skull Bash', 'Rest', 'Substitute', 'Thief', 'Flame Wheel', 'Snore', 'Curse', 'Reversal', 'Protect', 'Scary Face', 'Mud Slap', 'Outrage', 'Endure', 'Charm', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Safeguard', 'Dragon Breath', 'Iron Tail', 'Hidden Power', 'Sunny Day', 'Crunch', 'Extreme Speed', 'Rock Smash', 'Heat Wave', 'Will O Wisp', 'Facade', 'Helping Hand', 'Superpower', 'Secret Power', 'Hyper Voice', 'Overheat', 'Odor Sleuth', 'Aerial Ace', 'Howl', 'Covet', 'Natural Gift', 'Close Combat', 'Flare Blitz', 'Dragon Pulse', 'Giga Impact', 'Thunder Fang', 'Fire Fang', 'Rock Climb', 'Iron Head', 'Captivate', 'Flame Charge', 'Round', 'Incinerate', 'Retaliate', 'Bulldoze', 'Wild Charge', 'Heat Crash', 'Snarl', 'Play Rough', 'Confide', 'Laser Focus', 'Burn Up', 'Psychic Fangs', 'Scorching Sands', 'Tera Blast', 'Temper Flare']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/59.png,Champions,False,,59
Alakazam,55,50,45,135,95,120,['psychic'],"['Mega Punch', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Mega Kick', 'Headbutt', 'Body Slam', 'Take Down', 'Double Edge', 'Disable', 'Psybeam', 'Hyper Beam', 'Submission', 'Counter', 'Seismic Toss', 'Thunder Wave', 'Dig', 'Toxic', 'Confusion', 'Psychic', 'Hypnosis', 'Rage', 'Teleport', 'Night Shade', 'Mimic', 'Double Team', 'Recover', 'Barrier', 'Light Screen', 'Reflect', 'Bide', 'Metronome', 'Swift', 'Skull Bash', 'Kinesis', 'Dream Eater', 'Flash', 'Psywave', 'Rest', 'Tri Attack', 'Substitute', 'Thief', 'Nightmare', 'Snore', 'Curse', 'Protect', 'Zap Cannon', 'Endure', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Safeguard', 'Dynamic Punch', 'Encore', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Psych Up', 'Shadow Ball', 'Future Sight', 'Torment', 'Facade', 'Focus Punch', 'Taunt', 'Trick', 'Role Play', 'Magic Coat', 'Recycle', 'Knock Off', 'Skill Swap', 'Imprison', 'Snatch', 'Secret Power', 'Signal Beam', 'Calm Mind', 'Shock Wave', 'Gravity', 'Miracle Eye', 'Natural Gift', 'Embargo', 'Fling', 'Power Swap', 'Guard Swap', 'Drain Punch', 'Focus Blast', 'Energy Ball', 'Giga Impact', 'Nasty Plot', 'Psycho Cut', 'Zen Headbutt', 'Trick Room', 'Captivate', 'Grass Knot', 'Charge Beam', 'Wonder Room', 'Psyshock', 'Telekinesis', 'Magic Room', 'Foul Play', 'Round', 'Stored Power', 'Ally Switch', 'Confide', 'Dazzling Gleam', 'Laser Focus', 'Psychic Terrain', 'Speed Swap', 'Expanding Force']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/65.png,"Champions,Legends Z-A",False,,65
Mega Alakazam,55,50,65,175,105,150,['psychic'],"['Mega Punch', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Mega Kick', 'Headbutt', 'Body Slam', 'Take Down', 'Double Edge', 'Disable', 'Psybeam', 'Hyper Beam', 'Submission', 'Counter', 'Seismic Toss', 'Thunder Wave', 'Dig', 'Toxic', 'Confusion', 'Psychic', 'Hypnosis', 'Rage', 'Teleport', 'Night Shade', 'Mimic', 'Double Team', 'Recover', 'Barrier', 'Light Screen', 'Reflect', 'Bide', 'Metronome', 'Swift', 'Skull Bash', 'Kinesis', 'Dream Eater', 'Flash', 'Psywave', 'Rest', 'Tri Attack', 'Substitute', 'Thief', 'Nightmare', 'Snore', 'Curse', 'Protect', 'Zap Cannon', 'Endure', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Safeguard', 'Dynamic Punch', 'Encore', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Psych Up', 'Shadow Ball', 'Future Sight', 'Torment', 'Facade', 'Focus Punch', 'Taunt', 'Trick', 'Role Play', 'Magic Coat', 'Recycle', 'Knock Off', 'Skill Swap', 'Imprison', 'Snatch', 'Secret Power', 'Signal Beam', 'Calm Mind', 'Shock Wave', 'Gravity', 'Miracle Eye', 'Natural Gift', 'Embargo', 'Fling', 'Power Swap', 'Guard Swap', 'Drain Punch', 'Focus Blast', 'Energy Ball', 'Giga Impact', 'Nasty Plot', 'Psycho Cut', 'Zen Headbutt', 'Trick Room', 'Captivate', 'Grass Knot', 'Charge Beam', 'Wonder Room', 'Psyshock', 'Telekinesis', 'Magic Room', 'Foul Play', 'Round', 'Stored Power', 'Ally Switch', 'Confide', 'Dazzling Gleam', 'Laser Focus', 'Psychic Terrain', 'Speed Swap', 'Expanding Force']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10037.png,Champions,True,,10037
Machamp,90,130,80,65,85,55,['fighting'],"['Karate Chop', 'Mega Punch', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Mega Kick', 'Headbutt', 'Tackle', 'Body Slam', 'Take Down', 'Double Edge', 'Leer', 'Flamethrower', 'Hyper Beam', 'Submission', 'Low Kick', 'Counter', 'Seismic Toss', 'Strength', 'Earthquake', 'Fissure', 'Dig', 'Toxic', 'Rage', 'Mimic', 'Double Team', 'Light Screen', 'Focus Energy', 'Bide', 'Metronome', 'Fire Blast', 'Skull Bash', 'Rest', 'Rock Slide', 'Substitute', 'Thief', 'Snore', 'Curse', 'Reversal', 'Protect', 'Mach Punch', 'Scary Face', 'Mud Slap', 'Foresight', 'Detect', 'Endure', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Dynamic Punch', 'Encore', 'Vital Throw', 'Hidden Power', 'Cross Chop', 'Rain Dance', 'Sunny Day', 'Rock Smash', 'Facade', 'Focus Punch', 'Helping Hand', 'Role Play', 'Superpower', 'Revenge', 'Brick Break', 'Knock Off', 'Secret Power', 'Rock Tomb', 'Bulk Up', 'Rock Blast', 'Wake Up Slap', 'Natural Gift', 'Close Combat', 'Payback', 'Assurance', 'Fling', 'Poison Jab', 'Drain Punch', 'Vacuum Wave', 'Focus Blast', 'Giga Impact', 'Bullet Punch', 'Rock Climb', 'Cross Poison', 'Stone Edge', 'Captivate', 'Double Hit', 'Wide Guard', 'Smack Down', 'Heavy Slam', 'Low Sweep', 'Round', 'Incinerate', 'Retaliate', 'Bulldoze', 'Work Up', 'Dual Chop', 'Confide', 'Power Up Punch', 'Darkest Lariat', 'High Horsepower', 'Throat Chop', 'Stomping Tantrum', 'Coaching']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/68.png,"Champions,Legends Z-A",False,,68
Victreebel,80,105,65,100,70,70,"['grass', 'poison']","['Swords Dance', 'Cut', 'Bind', 'Slam', 'Vine Whip', 'Headbutt', 'Body Slam', 'Wrap', 'Take Down', 'Double Edge', 'Acid', 'Hyper Beam', 'Mega Drain', 'Growth', 'Razor Leaf', 'Solar Beam', 'Poison Powder', 'Stun Spore', 'Sleep Powder', 'Toxic', 'Rage', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Swift', 'Leech Life', 'Flash', 'Rest', 'Substitute', 'Thief', 'Snore', 'Curse', 'Protect', 'Scary Face', 'Sludge Bomb', 'Giga Drain', 'Endure', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Encore', 'Sweet Scent', 'Synthesis', 'Hidden Power', 'Sunny Day', 'Stockpile', 'Spit Up', 'Swallow', 'Facade', 'Nature Power', 'Ingrain', 'Knock Off', 'Secret Power', 'Weather Ball', 'Tickle', 'Bullet Seed', 'Magical Leaf', 'Leaf Blade', 'Natural Gift', 'Gastro Acid', 'Worry Seed', 'Sucker Punch', 'Poison Jab', 'Seed Bomb', 'Energy Ball', 'Giga Impact', 'Leaf Storm', 'Power Whip', 'Captivate', 'Grass Knot', 'Bug Bite', 'Venoshock', 'Sludge Wave', 'Acid Spray', 'Round', 'Clear Smog', 'Leaf Tornado', 'Grassy Terrain', 'Confide', 'Infestation', 'Strength Sap', 'Lunge', 'Grassy Glide', 'Tera Blast', 'Pounce', 'Trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/71.png,"Champions,Legends Z-A",False,,71
Mega Victreebel,80,125,85,135,95,70,"['grass', 'poison']","['Swords Dance', 'Cut', 'Bind', 'Slam', 'Vine Whip', 'Headbutt', 'Body Slam', 'Wrap', 'Take Down', 'Double Edge', 'Acid', 'Hyper Beam', 'Mega Drain', 'Growth', 'Razor Leaf', 'Solar Beam', 'Poison Powder', 'Stun Spore', 'Sleep Powder', 'Toxic', 'Rage', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Swift', 'Leech Life', 'Flash', 'Rest', 'Substitute', 'Thief', 'Snore', 'Curse', 'Protect', 'Scary Face', 'Sludge Bomb', 'Giga Drain', 'Endure', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Encore', 'Sweet Scent', 'Synthesis', 'Hidden Power', 'Sunny Day', 'Stockpile', 'Spit Up', 'Swallow', 'Facade', 'Nature Power', 'Ingrain', 'Knock Off', 'Secret Power', 'Weather Ball', 'Tickle', 'Bullet Seed', 'Magical Leaf', 'Leaf Blade', 'Natural Gift', 'Gastro Acid', 'Worry Seed', 'Sucker Punch', 'Poison Jab', 'Seed Bomb', 'Energy Ball', 'Giga Impact', 'Leaf Storm', 'Power Whip', 'Captivate', 'Grass Knot', 'Bug Bite', 'Venoshock', 'Sludge Wave', 'Acid Spray', 'Round', 'Clear Smog', 'Leaf Tornado', 'Grassy Terrain', 'Confide', 'Infestation', 'Strength Sap', 'Lunge', 'Grassy Glide', 'Tera Blast', 'Pounce', 'Trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10279.png,Champions,True,,10279
Slowbro,95,75,110,100,80,30,"['water', 'psychic']","['Mega Punch', 'Pay Day', 'Ice Punch', 'Stomp', 'Mega Kick', 'Headbutt', 'Tackle', 'Body Slam', 'Take Down', 'Double Edge', 'Growl', 'Disable', 'Flamethrower', 'Water Gun', 'Hydro Pump', 'Surf', 'Ice Beam', 'Blizzard', 'Psybeam', 'Bubble Beam', 'Hyper Beam', 'Submission', 'Counter', 'Seismic Toss', 'Strength', 'Thunder Wave', 'Earthquake', 'Fissure', 'Dig', 'Toxic', 'Confusion', 'Psychic', 'Rage', 'Teleport', 'Mimic', 'Double Team', 'Withdraw', 'Light Screen', 'Reflect', 'Bide', 'Metronome', 'Fire Blast', 'Waterfall', 'Swift', 'Skull Bash', 'Amnesia', 'Dream Eater', 'Flash', 'Psywave', 'Rest', 'Tri Attack', 'Substitute', 'Nightmare', 'Snore', 'Curse', 'Protect', 'Mud Slap', 'Zap Cannon', 'Icy Wind', 'Endure', 'Swagger', 'Fury Cutter', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Safeguard', 'Dynamic Punch', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Psych Up', 'Shadow Ball', 'Future Sight', 'Rock Smash', 'Whirlpool', 'Hail', 'Facade', 'Focus Punch', 'Helping Hand', 'Trick', 'Magic Coat', 'Recycle', 'Brick Break', 'Yawn', 'Skill Swap', 'Imprison', 'Secret Power', 'Dive', 'Slack Off', 'Weather Ball', 'Signal Beam', 'Muddy Water', 'Aerial Ace', 'Iron Defense', 'Block', 'Mud Shot', 'Calm Mind', 'Water Pulse', 'Brine', 'Natural Gift', 'Fling', 'Aqua Tail', 'Drain Punch', 'Focus Blast', 'Giga Impact', 'Nasty Plot', 'Avalanche', 'Zen Headbutt', 'Trick Room', 'Captivate', 'Grass Knot', 'Wonder Room', 'Psyshock', 'Telekinesis', 'Foul Play', 'After You', 'Round', 'Echoed Voice', 'Stored Power', 'Scald', 'Heal Pulse', 'Incinerate', 'Bulldoze', 'Razor Shell', 'Confide', 'Psychic Terrain', 'Liquidation', 'Body Press', 'Expanding Force', 'Tera Blast', 'Snowscape', 'Chilling Water', 'Psychic Noise']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/80.png,"Champions,Legends Z-A",False,,80
